"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivityTitle","BudgetLineItem","LineNumber","LineNumber","SAG","IncludeInTOA","Classified","FiscalYear","OriginType","Var.16","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"1610",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Transportation","050","050","4A3G","Y","U",2016,"Total",NA,NA,924,NA,NA,NA
"1611",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","060","060","4A4G","Y","U",2016,"Total",NA,NA,10866,NA,NA,NA
"1612",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Recruiting and Advertising","070","070","4A6G","Y","U",2016,"Total",NA,NA,8785,NA,NA,NA
"1613",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustment","080","080","4EMM","Y","U",2016,"Total",NA,NA,0,NA,NA,NA
"1614",2017,"0513N","Ship Modernization, Operations & Sustainment Fund","NAVY","01","Operating Forces","Servicewide Support","Ship Modernization, Operations & Sustainment Fund","010","010","041","Y","U",2016,"Total",NA,NA,0,NA,NA,NA
"1615",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Primary Combat Forces","010","010","011A","Y","U",2016,"Total",NA,NA,4424655,NA,NA,NA
"1616",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Combat Enhancement Forces","020","020","011C","Y","U",2016,"Total",NA,NA,2672369,NA,NA,NA
"1617",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Air Operations Training (OJT, Maintain Skills)","030","030","011D","Y","U",2016,"Total",NA,NA,1679491,NA,NA,NA
"1618",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Depot Maintenance","040","040","011M","Y","U",2016,"Total",NA,NA,7516532,NA,NA,NA
"1619",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Facilities Sustainment, Restoration & Modernization","050","050","011R","Y","U",2016,"Total",NA,NA,2057201,NA,NA,NA
"1620",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Base Support","060","060","011Z","Y","U",2016,"Total",NA,NA,3457352,NA,NA,NA
"1621",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","Global C3I and Early Warning","070","070","012A","Y","U",2016,"Total",NA,NA,935920,NA,NA,NA
"1622",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","Other Combat Ops Spt Programs","080","080","012C","Y","U",2016,"Total",NA,NA,1072259,NA,NA,NA
"1623",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Space Operations","Launch Facilities","100","100","013A","Y","U",2016,"Total",NA,NA,271886,NA,NA,NA
"1624",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Space Operations","Space Control Systems","110","110","013C","Y","U",2016,"Total",NA,NA,387339,NA,NA,NA
"1625",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","COCOM","Combatant Commanders Direct Mission Support","120","120","015A","Y","U",2016,"Total",NA,NA,982843,NA,NA,NA
"1626",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","COCOM","Combatant Commanders Core Operations","130","130","015B","Y","U",2016,"Total",NA,NA,198997,NA,NA,NA
"1627",2017,"3400F","Operation & Maintenance, Air Force","","01","Operating Forces","","Classified Programs","","","9999","Y","U",2016,"Total",NA,NA,933370,NA,NA,NA
"1628",2017,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","Airlift Operations","140","140","021A","Y","U",2016,"Total",NA,NA,4687314,NA,NA,NA
"1629",2017,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","Mobilization Preparedness","150","150","021D","Y","U",2016,"Total",NA,NA,243528,NA,NA,NA
"1630",2017,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","Depot Maintenance","160","160","021M","Y","U",2016,"Total",NA,NA,2128630,NA,NA,NA
"1631",2017,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","Facilities Sustainment, Restoration & Modernization","170","170","021R","Y","U",2016,"Total",NA,NA,273474,NA,NA,NA
"1632",2017,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","Base Support","180","180","021Z","Y","U",2016,"Total",NA,NA,706441,NA,NA,NA
"1633",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","Officer Acquisition","190","190","031A","Y","U",2016,"Total",NA,NA,89243,NA,NA,NA
"1634",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","Recruit Training","200","200","031B","Y","U",2016,"Total",NA,NA,21684,NA,NA,NA
"1635",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","Reserve Officers Training Corps (ROTC)","210","210","031D","Y","U",2016,"Total",NA,NA,77525,NA,NA,NA
"1636",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","Facilities Sustainment, Restoration & Modernization","220","220","031R","Y","U",2016,"Total",NA,NA,240382,NA,NA,NA
"1637",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","Base Support","230","230","031Z","Y","U",2016,"Total",NA,NA,765070,NA,NA,NA
"1638",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skill and Advanced Training","Specialized Skill Training","240","240","032A","Y","U",2016,"Total",NA,NA,377289,NA,NA,NA
"1639",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skill and Advanced Training","Flight Training","250","250","032B","Y","U",2016,"Total",NA,NA,667713,NA,NA,NA
"1640",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","260","260","032C","Y","U",2016,"Total",NA,NA,227945,NA,NA,NA
"1641",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","270","270","032D","Y","U",2016,"Total",NA,NA,76385,NA,NA,NA
"1642",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skill and Advanced Training","Depot Maintenance","280","280","032M","Y","U",2016,"Total",NA,NA,375513,NA,NA,NA
"1643",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting, and Other Training & Education","Recruiting and Advertising","290","290","033A","Y","U",2016,"Total",NA,NA,73558,NA,NA,NA
"1644",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting, and Other Training & Education","Examining","300","300","033B","Y","U",2016,"Total",NA,NA,3803,NA,NA,NA
"1645",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting, and Other Training & Education","Off-Duty and Voluntary Education","310","310","033C","Y","U",2016,"Total",NA,NA,180475,NA,NA,NA
"1646",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting, and Other Training & Education","Civilian Education and Training","320","320","033D","Y","U",2016,"Total",NA,NA,163973,NA,NA,NA
"1647",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting, and Other Training & Education","Junior ROTC","330","330","033E","Y","U",2016,"Total",NA,NA,59228,NA,NA,NA
"1648",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","Logistics Operations","340","340","041A","Y","U",2016,"Total",NA,NA,1207952,NA,NA,NA
"1649",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","Technical Support Activities","350","350","041B","Y","U",2016,"Total",NA,NA,948973,NA,NA,NA
"1650",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","Depot Maintenance","360","360","041M","Y","U",2016,"Total",NA,NA,61745,NA,NA,NA
"1651",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","Facilities Sustainment, Restoration & Modernization","370","370","041R","Y","U",2016,"Total",NA,NA,314295,NA,NA,NA
"1652",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","Base Support","380","380","041Z","Y","U",2016,"Total",NA,NA,1106056,NA,NA,NA
"1653",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","Administration","390","390","042A","Y","U",2016,"Total",NA,NA,802481,NA,NA,NA
"1654",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","Servicewide Communications","400","400","042B","Y","U",2016,"Total",NA,NA,608064,NA,NA,NA
"1655",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","Other Servicewide Activities","410","410","042G","Y","U",2016,"Total",NA,NA,1015263,NA,NA,NA
"1656",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","Civil Air Patrol","420","420","042I","Y","U",2016,"Total",NA,NA,27400,NA,NA,NA
"1657",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","Judgement Fund Reimbursement","430","430","042N","Y","U",2016,"Total",NA,NA,0,NA,NA,NA
"1658",2017,"3400F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Support to Other Nations","International Support","450","450","044A","Y","U",2016,"Total",NA,NA,88221,NA,NA,NA
"1659",2017,"3400F","Operation & Maintenance, Air Force","","04","Admin & Srvwd Activities","","Classified Programs","","","9999","Y","U",2016,"Total",NA,NA,1137514,NA,NA,NA
"1660",2017,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","Primary Combat Forces","010","010","011A","Y","U",2016,"Total",NA,NA,1606040,NA,NA,NA
"1661",2017,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","Mission Support Operations","020","020","011G","Y","U",2016,"Total",NA,NA,211663,NA,NA,NA
"1662",2017,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","Depot Maintenance","030","030","011M","Y","U",2016,"Total",NA,NA,538122,NA,NA,NA
"1663",2017,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","Facilities Sustainment, Restoration & Modernization","040","040","011R","Y","U",2016,"Total",NA,NA,112028,NA,NA,NA
"1664",2017,"3740F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","Base Support","050","050","011Z","Y","U",2016,"Total",NA,NA,376515,NA,NA,NA
"1665",2017,"3740F","Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","Administration","060","060","042A","Y","U",2016,"Total",NA,NA,53921,NA,NA,NA
"1666",2017,"3740F","Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","Recruiting and Advertising","070","070","042J","Y","U",2016,"Total",NA,NA,14359,NA,NA,NA
"1667",2017,"3740F","Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","Military Manpower and Pers Mgmt (ARPC)","080","080","042K","Y","U",2016,"Total",NA,NA,13665,NA,NA,NA
"1668",2017,"3740F","Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","Other Pers Support (Disability Comp)","090","090","042L","Y","U",2016,"Total",NA,NA,6606,NA,NA,NA
"1669",2017,"3740F","Operation & Maintenance, AF Reserve","AF","04","Administration And Servicewide Activities","Servicewide Activities","Audiovisual","100","100","042M","Y","U",2016,"Total",NA,NA,0,NA,NA,NA
"1670",2017,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","Aircraft Operations","010","010","011F","Y","U",2016,"Total",NA,NA,3244242,NA,NA,NA
"1671",2017,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","Mission Support Operations","020","020","011G","Y","U",2016,"Total",NA,NA,734484,NA,NA,NA
"1672",2017,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","Depot Maintenance","030","030","011M","Y","U",2016,"Total",NA,NA,1768636,NA,NA,NA
"1673",2017,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","Facilities Sustainment, Restoration & Modernization","040","040","011R","Y","U",2016,"Total",NA,NA,297045,NA,NA,NA
"1674",2017,"3840F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","Base Support","050","050","011Z","Y","U",2016,"Total",NA,NA,572545,NA,NA,NA
"1675",2017,"3840F","Operation & Maintenance, ANG","AF","04","Administration And Service-Wide Activities","Servicewide Activities","Administration","060","060","042A","Y","U",2016,"Total",NA,NA,23071,NA,NA,NA
"1676",2017,"3840F","Operation & Maintenance, ANG","AF","04","Administration And Service-Wide Activities","Servicewide Activities","Recruiting and Advertising","070","070","042J","Y","U",2016,"Total",NA,NA,29849,NA,NA,NA
"1677",2017,"0100D","Operation and Maintenance, Defense-Wide","TJS","01","Operating Forces","Defensewide Activities","Joint Chiefs of Staff","010","010","1PL1","Y","U",2016,"Total",NA,NA,472713,NA,NA,NA
"1678",2017,"0100D","Operation and Maintenance, Defense-Wide","OSD","01","Operating Forces","Defensewide Activities","Office of the Secretary of Defense","020","020","1GTN","Y","U",2016,"Total",NA,NA,538924,NA,NA,NA
"1679",2017,"0100D","Operation and Maintenance, Defense-Wide","SOCOM","01","Operating Forces","Defensewide Activities","Special Operations Command/Operating Forces","030","030","1PL2","Y","U",2016,"Total",NA,NA,7126254,NA,NA,NA
"1680",2017,"0100D","Operation and Maintenance, Defense-Wide","DAU","03","Training and Recruiting","Defensewide Activities","Defense Acquisition University","040","040","3EV2","Y","U",2016,"Total",NA,NA,137454,NA,NA,NA
"1681",2017,"0100D","Operation and Maintenance, Defense-Wide","TJS","03","Training and Recruiting","Recruiting, and Other Training & Education","Joint Chiefs of Staff","050","050","3PL1","Y","U",2016,"Total",NA,NA,0,NA,NA,NA
"1682",2017,"0100D","Operation and Maintenance, Defense-Wide","NDU","03","Training and Recruiting","Recruiting, and Other Training & Education","National Defense University","060","060","PEV5","Y","U",2016,"Total",NA,NA,78387,NA,NA,NA
"1683",2017,"0100D","Operation and Maintenance, Defense-Wide","SOCOM","03","Training and Recruiting","Defensewide Activities","Special Operations Command/Training and Recruiting","070","070","3EV7","Y","U",2016,"Total",NA,NA,350672,NA,NA,NA
"1684",2017,"0100D","Operation and Maintenance, Defense-Wide","CMP","04","Administration and Servicewide Activities","Defensewide Activities","Civil Military Programs","080","080","4GT3","Y","U",2016,"Total",NA,NA,195527,NA,NA,NA
"1685",2017,"0100D","Operation and Maintenance, Defense-Wide","DCAA","04","Administration and Servicewide Activities","Defensewide Activities","Defense Contract Audit Agency","100","100","4GT6","Y","U",2016,"Total",NA,NA,584838,NA,NA,NA
"1686",2017,"0100D","Operation and Maintenance, Defense-Wide","DCMA","04","Administration and Servicewide Activities","Defensewide Activities","Defense Contract Management Agency","110","110","4GTO","Y","U",2016,"Total",NA,NA,1344451,NA,NA,NA
"1687",2017,"0100D","Operation and Maintenance, Defense-Wide","DHRA","04","Administration and Servicewide Activities","Defensewide Activities","Defense Human Resources Activity","120","120","4GT8","Y","U",2016,"Total",NA,NA,683682,NA,NA,NA
"1688",2017,"0100D","Operation and Maintenance, Defense-Wide","DISA","04","Administration and Servicewide Activities","Defensewide Activities","Defense Information Systems Agency","130","130","4GT9","Y","U",2016,"Total",NA,NA,1310711,NA,NA,NA
"1689",2017,"0100D","Operation and Maintenance, Defense-Wide","DLSA","04","Administration and Servicewide Activities","Defensewide Activities","Defense Legal Services Agency","150","150","4GTA","Y","U",2016,"Total",NA,NA,136063,NA,NA,NA
"1690",2017,"0100D","Operation and Maintenance, Defense-Wide","DLA","04","Administration and Servicewide Activities","Defensewide Activities","Defense Logistics Agency","160","160","4GTB","Y","U",2016,"Total",NA,NA,379565,NA,NA,NA
"1691",2017,"0100D","Operation and Maintenance, Defense-Wide","DMACT","04","Administration and Servicewide Activities","Defensewide Activities","Defense Media Activity","170","170","ES18","Y","U",2016,"Total",NA,NA,191451,NA,NA,NA
"1692",2017,"0100D","Operation and Maintenance, Defense-Wide","DPAA","04","Administration and Servicewide Activities","Defensewide Activities","Defense Personnel Accounting Agency","180","180","4GTC","Y","U",2016,"Total",NA,NA,115329,NA,NA,NA
